,companyName,url,address,tel,fax,website,year,ust,employee,detail,txt
56,KFM GmbH,https://de.kompass.com/c/kfm-gmbh/de114422/,"Eisensteinstr. 4
56235 Ransbach-Baumbach",+49,+49 2623 9293 200,http://www.kfm-gmbh.de,,DE 149 280 466,Von 10 bis 19 Mitarbeiter,,"
 Nicole  Günther
 Geschäftsführung"
57,AMUSA GmbH,https://de.kompass.com/c/amusa-gmbh/de610630/,"Kastanienallee 16
56427 Siershahn",+49,+49 2623 79 79 591,http://www.amusa.de,1992,,Von 0 bis 9 Mitarbeiter,"Anbieter von betriebsärztliche und sicherheitstechnische Betreuung
","
 Vladimir  Agular
 Geschäftsführung"
58,Jürgen Seiler Graviertechnik + Laserbeschriftung,https://de.kompass.com/c/jurgen-seiler-graviertechnik-laserbeschriftung/de610689/,"Aßbergsgrund 14
57629 Limbach",+49,+49 2661 945161,http://www.juergen-seiler.de,1974,DE204732524,DE610689,"Fertigung von Schildern, Frontplatten und Gravuren aller Art
","
 Jürgen  Seiler
 Inhaber"
59,Roca GmbH,https://de.kompass.com/c/roca-gmbh/de401633/,"Feincheswiese 17
56424 Staudt",+49,+49 2602 936122,http://www.roca.es,1979,,DE401633,"Vertrieb von Sanitärprodukten.
","
 
 "
60,PTM GmbH,https://de.kompass.com/c/ptm-gmbh/de634460/,"Betzdorfer Straße 20
57583 Nauroth",+49,+49 2747 920522,http://www.ptm-group.com,2008,DE259126788,Von 50 bis 99 Mitarbeiter,"Umformtechnik: Stanzteile, Ziehteile und Pressteile.
","
 Herr Peter  Trzinski
 Geschäftsführung"
61,ah graphics & systems,https://de.kompass.com/c/ah-graphics-systems/de400123/,"Hauptstraße 3
56424 Bannberscheid",+49,+49 2623 921553,http://www.ah-graphics.de,2001,,DE400123,"Dienstleister in den Bereichen der Datenverarbeitung und der Informations-Technologie speziell für kleinere und mittelständische Unternehmen.
","
 Herr Alexander  Heinz
 Inhaber"
62,Ferger Metallbau GmbH,https://de.kompass.com/c/ferger-metallbau-gmbh/de634076/,"Stuhllindenstr. 19 -21
56459 Winnen",+49,+49 2663 290555,http://www.ferger-metallbau.de,1954,DE148555364,Von 50 bis 99 Mitarbeiter,"Herstellung, Vertrieb und Montage von Fenstern, Türen, Automatiktüren und Fassaden aus Aluminium.
","
 Herr Karl-Heinz  Ferger
 Geschäftsführung"
63,B.B.T. Immobilienverwaltungs GmbH,https://de.kompass.com/c/b-b-t-immobilienverwaltungs-gmbh/de634048/,"Leystr. 14
57629 Luckenbach",+49,+49 2662 2727,http://www.bothe-hild.de,1970,DE238528289,Von 0 bis 9 Mitarbeiter,"Herstellung und Montage von Industrietoranlagen sowie Bauschlosserarbeiten
","
 Herr Heribert  Kaiser
 Geschäftsführung"
64,AKM-Tore GmbH,https://de.kompass.com/c/akm-tore-gmbh/de634052/,"Friedrich-Pfeiffer-Str. 2
56459  Langenhahn",+49,+49 2663 790930,http://www.akm-tore.de,1983,DE 292 993 283,Von 10 bis 19 Mitarbeiter,"Herstellung und Vertrieb von Garagentoren und Garagentüren, Fertigung von Rolltoren
","
 Jens Ulrich  Schmidt
 Geschäftsführung"
65,werbe- und medienagentur Sven Orthey abc-art brain connection Werbeagentur,https://de.kompass.com/c/sven-orthey-abc-art-brain-connection-werbeagentur/de608133/,"Robert-Bosch-Str. 10Haus 1
56410 Montabaur",+49,+49 2602 9344029,http://www.art-brain-connection.de,2002,DE220871389,DE608133,"Full-Service Agentur

Marketing

Werbung

Media

New Media

Messe und Events

Presse-Events
","
 Herr Sven  Orthey
 Geschäftsführung"
66,SKT-Schrupp GmbH,https://de.kompass.com/c/skt-schrupp-gmbh/de600413/,"Hauptstraße 33
56472 Nisterberg",+49,+49 2662 9823636,http://www.sktschrupp.de,2000,DE208293365,"DE208293365




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","Ihr Partner in Sachen Kunststoff. Wir besitzen die Fachbetriebsanerkennung nach § 19L des Wasserhaushaltsgesetzes (WHG) und fertigen nach den aktuellen DVS-Richtlinien. Verwendet werden die thermoplastischen Kunststoffe: PVC, PVC-C, PP, PE, PVDF

Absperrklappen, Kunststoff; Drosselklappen, Kunststoff; Schüttgutschieber, Kunststoff; Gitterroste, Kunststoff;

Verschraubungen, Kunststoff; Bodeneinläufe, Kunststoff; Behälter, Kunststoff, säurebeständig; Spritzteile und Tiefziehteile, Kunststoff, nach Kundenwunsch; Demister, Kunststoff, für Flüssigkeitsabscheider; Auffangwannen, Kunststoff, für wassergefährdende Stoffe; Kolonneneinbauten; Schmutzfänger, Kunststoff; Schrägsitzventile; Säurearmaturen; Rückschlagkappen, Kunststoff; Abluftwäscher
","
 Rainer  Schmidt
 Geschäftsführung"
67,Koch Bedachungen GmbH,https://de.kompass.com/c/koch-bedachungen-gmbh/de607233/,"Breslauer Straße 23
56422 Wirges",+49,+49 2602 930345,http://www.koch-dach.de,1991,DE149318537,Von 100 bis 249 Mitarbeiter,"Industriebedachungen:

- Montage von Auffangschutznetzen für Trapezblech und Faserzementwellplatten

- Trapezblechmontage

- Dachabdichtungen mit Kunststoffdachbahnen und Bitumenschweissbahnen

- Stehfalzeindeckung in Zink und Kupfer

- Wandtrapezblechmontage

- KAL-ZIP Dächer

- Fassaden in Aluwelle

- Tiefgaragenabdichtung

- Dachbegrünung

- Klempnerarbeiten

- Parkdecks

- Umkehrdächer

Wohnhäuser und Geschäftshäuser:

- Betondacheindeckung und Tondachsteineindeckung

- Naturschiefereindeckung und Kunstschiefereindeckung

- Flachdachabdichtung

- Stehfalzeindeckung in Zink und Kupfer

- Dachbegrünung

- Klempnerarbeiten
","
 Herr Klaus  Koch
 Geschäftsführung"
68,Schneider Recycling GmbH & Co. KG,https://de.kompass.com/c/schneider-recycling-gmbh-co-kg/de607252/,"Fuhrweg 1-3
56337 Simmern",+49,+49 2620 956920,http://www.schneider-recycling.de,1996,DE176744025,Von 50 bis 99 Mitarbeiter,,"
 Thomas  Schneider
 Geschäftsführung"
69,United Internet Media GmbH,https://de.kompass.com/c/united-internet-media-gmbh/de447164/,"Elgendorfer Straße 57
56410 Montabaur",+49,+49 721 913741600,http://www.united-internet-media.de,2006,DE246413171,Von 0 bis 9 Mitarbeiter,"Anbieter von Internet-Dienstleistungen.
","
 Rasmus  Giese
 Geschäftsführung"
70,TUBE-TEC Rohrverformungstechnik GmbH,https://de.kompass.com/c/tube-tec-rohrverformungstechnik-gmbh/de600478/,"Hirtscheider Straße 13 - 15
57647 Nistertal",+49,+49 2661 959195,http://www.tube-tec.de,1995,DE 174269278,Von 100 bis 249 Mitarbeiter,"Rohrschlangensysteme, zylindrisch, konisch, spiralförmig, Rohrschlangen für Synthesegaskühlung, Dampfkesselkomponenten, Wärmeträgerölanlagen, Flachschlangen, Rohrbogen mit Sonderradien bis Rohr-Ø 406,4 mm, Ringleitungen, Biegungen nach Isometrien für Kesselwände; Zulassungen: HPO, WO/TRD 100, GL Bureau Veritas, DGRL, Stamp Holder for ASME SEC. VIII Div.1 and SEC I U + S, China Manufacturers Lisence for pressure vessel level A2 and for organic fluid boilers;

Biegungen für den Kesselbau

Economiser, Wärmeaustauscher, Speisewasservorwärmer, Kraftwerksrohrleitungen, Industrierohrleitungen
","
 Claudia  Seiler
 Geschäftsführung"
71,Metalldrückerei-Umformtechnik Helmut Rübsamen GmbH & Co. KG,https://de.kompass.com/c/helmut-rubsamen-gmbh-co-kg/de600480/,"Carl-Goerdeler-Allee 6
56470 Bad Marienberg",+49,+49 2661 98515154,http://www.helmut-ruebsamen.de,1960,DE148556293,Von 250 bis 499 Mitarbeiter,"Drückteile aus allen verformbaren Metallen; Stahl und Edelstahl, Rondendurchmesser 1.000 mm; nach Muster oder Zeichnung; Eigener Werkzeugbau, Schablonen, Lohnarbeit, Metall; Stanzteile und Ziehteile bearbeiten wir bis 260 t Druckleistung, Exenterpressung, Präzisionsmechanische Serienteile
","
 Dipl.-Ing. Thomas  Röttger
 Geschäftsführung"
72,Thermo Electron LED GmbH Werk Niederelbert,https://de.kompass.com/c/thermo-electron-led-gmbh-werk-niederelbert/de510352/,"Stockland 3
56412 Niederelbert",+49,+49 2606 1069950,http://www.thermo.com,"

                                                Link
",,keine Angabe,,"
 
 Geschäftsführung"
73,HASA Konstruktions- und Produktionstechnik e. K.,https://de.kompass.com/c/hasa-konstruktions-und-produktionstechnik-e-k/de439552/,"Krugbäckerstr. 20
56235 Ransbach-Baumbach",+49,+49 2623 928845,http://www.hasa-konstruktion.de,2006,,DE439552,"Maschinenbau, Prototypenbau.
","
 Dipl.-Ing. Hamid  Shamlou-Sand
 Geschäftsführung"
74,Michael Bruch Elektrotechnik GmbH,https://de.kompass.com/c/michael-bruch-elektrotechnik-gmbh/de109939/,"Im Kurzenseifen 3
56244 Helferskirchen",+49,+49 2626 9239799,http://www.bruch-elektrotechnik.de,,DE185199303,Von 10 bis 19 Mitarbeiter,,"
 Michael  Bruch
 Geschäftsführung"
75,Magmapool Sales & Marketing Services AG,https://de.kompass.com/c/magmapool-sales-marketing-services-ag/de140973/,"Bahnallee 11-13
56410  Montabaur",+49,+49 26 02 68 69 6 99,http://www.magmapool.de,,DE 227667991,Von 10 bis 19 Mitarbeiter,,"
 Detlev  Fey
 Vorstand"
76,BLEN Metalltechnik GmbH,https://de.kompass.com/c/blen-metalltechnik-gmbh/de130195/,"Gewerbegebiet Neubitz 1
56244 Ötzingen",+49,+49 26 02949 63 69,http://www.blen-metalltechnik.de,,DE206663302,Von 10 bis 19 Mitarbeiter,,"
 Thomas  Engel
 Geschäftsführung"
77,Gebr. Benner GmbH,https://de.kompass.com/c/gebr-benner-gmbh/de437844/,"Neustraße 15
56462 Höhn",+49,+49 2661 40818,http://www.schreinerei-benner.de,1931,DE148533451,Von 0 bis 9 Mitarbeiter,"Möbelschreinerei, Innenausbau und Bauschreinerei
","
 Herr Jürgen  Benner
 Geschäftsführung"
78,Galeski Werkzeuge und Maschinen Inh. Peter Galeski,https://de.kompass.com/c/galeski-werkzeuge-und-maschinen-inh-peter-galeski/de636854/,"Boschstraße 4+7
56457 Westerburg",+49,+49 2663 943737,http://www.galeski.de,1990,DE148546450,DE636854,"Herstellung und Vertrieb von Werkzeugen und Maschinen für die Steinbearbeitung.
","
 Herr Peter  Galeski
 Inhaber"
79,Metallbau Karl-Heinz Diehl GmbH,https://de.kompass.com/c/metallbau-karl-heinz-diehl-gmbh/de132762/,"Alsbergweg 10
56479  Rehe",+49,+49 2664 993322,http://www.metallbau-diehl.de,,DE 813927946,Von 10 bis 19 Mitarbeiter,,"
 Karl-Heinz  Diehl
 Geschäftsführung"
80,S&P Federnwerk GmbH & Co. KG,https://de.kompass.com/c/s-p-federnwerk-gmbh-co-kg/de637546/,"An der Haselmauer 2
56472 Nisterau",+49,+49 2661 69,http://www.federnwerk.com,1999,DE201355679,Von 50 bis 99 Mitarbeiter,"Herstellung, Vertrieb, Handel und Provisionsgeschäfte mit Federn aus Metall.
","
 Horst  Gehann
 Geschäftsführung"
81,FAN-OMENAL Geschenkartikel GmbH,https://de.kompass.com/c/fan-omenal-geschenkartikel-gmbh/de436171/,"Freirachdorfer Straße 22
56271 Roßbach",+49,+49 26 80 95 13 55,http://www.fan-o-menal.de,1997,DE812319270,Von 10 bis 19 Mitarbeiter,"Hersteller von Wimpel, Fahnen, Etiketten, Aufkleber.
","
 Ulrich  Hümmerich
 Geschäftsführung"
82,tis touristik-informations-systeme GmbH,https://de.kompass.com/c/tis-touristik-informations-systeme-gmbh/de414981/,"Rheinstrasse 28
56424  Mogendorf",+49,+49 2623 49 81,http://www.touristik-online.de,1987,DE149316322,Von 10 bis 19 Mitarbeiter,"Gästeinformationssysteme
","
 Ulrike  Schwamborn
 Geschäftsführung"
83,GPU GmbH,https://de.kompass.com/c/gpu-gmbh/de132179/,"Burgweg 7
56428 Dernbach",+49,+49 2602 81329,http://www.bauundgrund.de,,DE3066011372,Von 10 bis 19 Mitarbeiter,,"
 Lutz  Lakomski
 Geschäftsführung"
84,Visio Consult Nord GmbH,https://de.kompass.com/c/visio-consult-nord-gmbh/de183755/,"Aubachstr. 7
56410 Montabaur",+49,+49 2687 9289242,http://www.visioconsult-nord.de,,,DE183755,"Unternehmensberatung
","
 Viktor  Weimer
 Geschäftsführung"
85,CATO Sozietät für Kommunikationsberatung GmbH,https://de.kompass.com/c/cato-sozietat-fur-kommunikationsberatung-gmbh/de182228/,"Hauptstr. 30
56412 Horbach bei Montabaur",+49,+49 6439 929929,http://www.cato-sozietaet.de,,DE221963899,Von 10 bis 19 Mitarbeiter,,"
 Mechtild  Friedhoff-Kocks
 Geschäftsführung"
86,Warbinek Umweltdienste GmbH & Co. KG,https://de.kompass.com/c/warbinek-umweltdienste-gmbh-co-kg/de196373/,"Vor der Neuwiese 3
57629 Luckenbach",+49,+49 2662 4708,http://www.warbinek.eu,,DE222877608,Von 10 bis 19 Mitarbeiter,,"
 Jörg  Warbinek
 Geschäftsführung"
87,Stendebach Betteninnovation fur Generation,https://de.kompass.com/c/stendebach-betteninnovation-fur-generation/de201125/,"Hammerweg 1
56410 Montabaur",+49,+49 2602 999 53 10,http://www.betteninnovation.com,,DE 812002743,Von 100 bis 249 Mitarbeiter,,"
 Markus  Stendebach
 Inhaber"
88,redblue energy GmbH & Co. KG,https://de.kompass.com/c/redblue-energy-gmbh-co-kg/de197918/,"Hachenburger Straße 1
57629 Müschenbach",+49,+49 26 62 9 48 93 60,http://www.redblue-energy.com,,DE277575325,Von 10 bis 19 Mitarbeiter,,"
 Achim  Kämpf
 Geschäftsführung"
89,Schäfer Hörgeräte GmbH,https://de.kompass.com/c/schafer-horgerate-gmbh/de416566/,"Johann-August-Ring 3
57627 Hachenburg",+49,+49 2662 50326,http://www.schaefer-hoergeraete.de,1993,,DE416566,"Herstellung und Service von Hörgeräten.
",
90,Schreinerei Gerhard Walet,https://de.kompass.com/c/schreinerei-gerhard-walet/de194282/,"Hauptstr. 3
56412  Daubach",+49,+49 2602 18910,http://www.walet.de,,DE204718212﻿,Von 10 bis 19 Mitarbeiter,,"
 Gerhard  Walet
 "
91,Poly-Nister-Plastik GmbH & Co KG,https://de.kompass.com/c/poly-nister-plastik-gmbh-co-kg/de636411/,"Hochstraße 1
57629 Streithausen",+49,+49 2662 946904,http://www.polynisterplastik.de,2001,,DE636411,"Entwicklung, Herstellung und Vertrieb von Kunststoffartikeln und Formen und Werkzeugen zur Herstellung von Kunststoffartikeln artverwandten Gegenständen
","
 Dipl.-Betrw. Johannes  Rattay
 Geschäftsführung"
92,Quattro Fliesen GmbH,https://de.kompass.com/c/quattro-fliesen-gmbh/de414512/,"Rheinstraße 96
56235 Ransbach-Baumbach",+49,+49 2623 4986,http://www.quattro-fliesen.de,1998,,DE414512,"Handel mit Fliesen und Natursteinverkleidungen.
","
 
 "
93,NOVOCONTROL Technologies GmbH & Co. KG,https://de.kompass.com/c/novocontrol-technologies-gmbh-co-kg/de413866/,"Aubachstr. 1
56410 Montabaur",+49,+49 2602 91966933,http://www.novocontrol.de,2004,DE234102753,Von 10 bis 19 Mitarbeiter,,"
 Dr. G.  Schaumburg
 Geschäftsführung"
94,Novotec GmbH,https://de.kompass.com/c/novotec-gmbh/de413880/,"Im Stockland 6
56412 Niederelbert",+49,+49 2602 917786,http://www.novotec-online.com,1991,DE149321080,Von 0 bis 9 Mitarbeiter,"Entwicklung und Vertrieb von Gasdruckfedern.
",
95,inoxtec Medizin- und Reinraumtechnik GmbH,https://de.kompass.com/c/inoxtec-medizin-und-reinraumtechnik-gmbh/de611652/,"Auf der Heide 2
57629 Norken",+49,+49 40 72810713,http://www.inoxtec.de,2004,DE302931228,"DE302931228




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","- Edelstahlverarbeitung

- Ladenbau

- Innenarchitektur

- Individuelle Speisenausgabe-Systeme

- Edelstahlmöbel

- Dunstabzugshauben
","
 Herr Karsten  Inderbiehten
 Geschäftsführung"
96,SEIFER & HUMMRICH GmbH,https://de.kompass.com/c/seifer-hummrich-gmbh/de144621/,"Bergstraße 14
57629 Atzelgift",+49,+49 2662 930068,http://www.seifer-hummrich.de,,DE141675275,Von 10 bis 19 Mitarbeiter,,"
 Thomas  Seifer
 Geschäftsführung"
97,Moritz Bau GmbH,https://de.kompass.com/c/moritz-bau-gmbh/de164329/,"Am Acker 15
57629 Steinebach",+49,+49 2662 5850,http://www.moritzbau.com,,DE147996554,Von 10 bis 19 Mitarbeiter,,"
 Tanja  Moritz-Käß
 Geschäftsführung"
98,Eberz GmbH & Co. KG,https://de.kompass.com/c/eberz-gmbh-co-kg/de187165/,"Gartenstraße 2
56244  Hartenfels",+49,+49 26 26 78 81 3,http://www.eberz-bau.de,,,DE187165,,"
 Heinz  Eberz
 Geschäftsführung"
99,BAUtec Gebr. Schönberger GmbH,https://de.kompass.com/c/bautec-gebr-schonberger-gmbh/de114534/,"Grubenstraße 20
56462 Höhn",+49,+49 2 66 1  94 92 32,http://www.bautec-hoehn.de,,,DE114534,,"
 Torsten  Krempel
 Geschäftsführung"
100,MOHR - Holzbau GmbH,https://de.kompass.com/c/mohr-holzbau-gmbh/de114539/,"Am Wolfsgestell 2
56477 Rennerod",+49,+49 2664 99441,http://www.mohr-holzbau.net,,DE211916774,Von 10 bis 19 Mitarbeiter,,"
 Peter  Menges
 Geschäftsführung"
101,Kurt Müller GmbH,https://de.kompass.com/c/kurt-muller-gmbh/de114527/,"Carl-Goerdeler-Allee 3
56470 Bad Marienberg",+49,+49 2661 9878 78,http://www.mueller-tiefbau.de,,,DE114527,,"
 Kurt  Müller
 Geschäftsführung"
102,Edmund Sahm e.K. Sägewerk und Holzhandlung,https://de.kompass.com/c/edmund-sahm-e-k-sagewerk-und-holzhandlung/de114532/,"Südstraße 13
56472 Hof",+49,+49 2661 6765,http://www.holzstudio-sahm.de,,DE148534761,Von 10 bis 19 Mitarbeiter,,"
 Reiner  Sahm
 "
103,Reuscher Tiefbau GmbH,https://de.kompass.com/c/reuscher-tiefbau-gmbh/de114540/,"Westernoher Strasse 46
56477 Rennerod/Ww",+49,+49 26 64  99 4343,http://www.reuscher-tiefbau.de,,DE812221850,Von 100 bis 249 Mitarbeiter,,"
 Hans-Joachim  Reuscher
 Geschäftsführung"
104,Malermeister Michael Orth GmbH,https://de.kompass.com/c/malermeister-michael-orth-gmbh/de114542/,"Angelstruth 6
56479 Seck",+49,+49 2664 9111520,http://www.malerorth.de,,,DE114542,,"
 Michael  Orth
 Geschäftsführung"
105,Schenkelberg GmbH & Co. KG,https://de.kompass.com/c/schenkelberg-gmbh-co-kg/de409495/,"Dernbacher Straße 59
56424 Ebernhahn",+49,+49 2623 961825,http://www.spedition-schenkelberg.de,1962,DE149322050,Von 0 bis 9 Mitarbeiter,"Bundesweiter Speditionsbetrieb.
","
 Herr Eugen  Schenkelberg
 Geschäftsführung"
106,HOLZWERKE RASSELSTEIN GmbH,https://de.kompass.com/c/holzwerke-rasselstein-gmbh/de608598/,"Allmannshausen 11
56410 Montabaur",+49,+49 2602 4671,http://www.hwr-online.de,1984,DE811156865,"DE811156865




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","HWR verarbeitet Buchenholz und Eichenrundholz.
","
 Herr Hartmut  Sauter
 Geschäftsführung"
107,SKS-Kinkel Elektronik GmbH,https://de.kompass.com/c/sks-kinkel-elektronik-gmbh/de601581/,"Im Industriegebiet 9
56472 Hof / Westerwald",+49,+49 2661 98088200,http://www.sks-kinkel.de,1977,DE813152592,Von 50 bis 99 Mitarbeiter,"Haus Kommunikationstechnik und Kontrolltechnik

Türsprechanlagen 2-D-Bus, hörerlose Freisprechanlagen,

Gegensprechanlagen intern und zur Haustür,

Video-Türsprechanlagen 2-D-Bus, Bürosprechanlagen,

Transponder, Antivandalismus-Türstationen

Video-Überwachungsanlagen

Briefkastenanlagen, Zutrittskontrollen

Codeschlösser - Antivandalismus-Ausführung

Feuerwehr-Notrufanlagen, Türöffner, Beschallungsanlagen

Digital-Concierge-Anlagen bis 1536 WE 2-D-Bus, 20.000 m Kabel

Zutrittskontrolle für barrierefreies Wohnen

belektro, Berlin

ELEKTROTECHNIK, Dortmund

light + building, Frankfurt
","
 Sturmius  Kinkel
 Geschäftsführung"
